iter	Passed	Remaining
573	180350	133849
574	180743	133593
575	181130	133332
576	181523	133075
577	181911	132814
578	182304	132556
579	182692	132294
580	183082	132033
581	183473	131773
582	183868	131515
583	184255	131250
584	184646	130988
585	185037	130726
586	185429	130463
587	185817	130198
588	186214	129939
589	186602	129673
590	186985	129402
591	187377	129138
592	187771	128875
593	188161	128609
594	188550	128341
595	188946	128077
596	189363	127828
597	189751	127558
598	190136	127286
599	190537	127025
600	190940	126764
601	191321	126488
602	191702	126212
603	192090	125940
604	192480	125668
605	192868	125396
606	193261	125126
607	193658	124858
608	194051	124587
609	194442	124315
610	194838	124045
611	195231	123774
612	195624	123501
613	196016	123228
614	196402	122951
615	196791	122675
616	197188	122403
617	197576	122126
618	197964	121848
619	198356	121573
620	198747	121296
621	199135	121017
622	199522	120738
623	199919	120464
624	200308	120185
625	200701	119907
626	201095	119631
627	201482	119349
628	201873	119070
629	202264	118790
630	202654	118509
631	203050	118232
632	203436	117947
633	203832	117669
634	204223	117388
635	204613	117105
636	205003	116822
637	205392	116539
638	205780	116254
639	206171	115971
640	206564	115689
641	206955	115404
642	207346	115120
643	207740	114837
644	208131	114553
645	208522	114267
646	208911	113980
647	209305	113696
648	209697	113411
649	210086	113123
650	210475	112835
651	210865	112547
652	211252	112258
653	211644	111971
654	212030	111680
655	212426	111394
656	212813	111103
657	213207	110816
658	213598	110526
659	213991	110238
660	214377	109945
661	214767	109654
662	215158	109364
663	215568	109082
664	215958	108791
665	216345	108497
666	216746	108210
667	217138	107919
668	217524	107624
669	217907	107327
670	218300	107035
671	218711	106751
672	219098	106456
673	219485	106160
674	219889	105872
675	220277	105576
676	220663	105279
677	221042	104979
678	221429	104681
679	221810	104381
680	222199	104084
681	222586	103786
682	222981	103492
683	223368	103193
684	223763	102898
685	224155	102601
686	224551	102306
687	224944	102009
688	225341	101714
689	225725	101413
690	226121	101116
691	226508	100816
692	226903	100518
693	227309	100225
694	227698	99925
695	228081	99621
696	228478	99324
697	228862	99020
698	229246	98717
699	229629	98412
700	230017	98110
701	230402	97806
702	230794	97504
703	231182	97201
704	231576	96900
705	231968	96598
706	232357	96295
707	232749	95992
708	233140	95689
709	233533	95386
710	233927	95084
711	234318	94780
712	234709	94476
713	235099	94171
714	235491	93867
715	235879	93561
716	236273	93257
717	236665	92952
718	237058	92647
719	237454	92343
720	237843	92036
721	238235	91730
722	238624	91423
723	239011	91114
724	239400	90806
725	239793	90500
726	240184	90193
727	240573	89884
728	240961	89575
729	241356	89268
730	241747	88960
731	242136	88650
732	242534	88344
733	242944	88042
734	243343	87735
735	243735	87426
736	244124	87116
737	244518	86807
738	244907	86496
739	245296	86185
740	245686	85874
741	246077	85563
742	246469	85252
743	246860	84941
744	247250	84629
745	247645	84318
746	248038	84007
747	248433	83697
748	248823	83384
749	249214	83071
750	249604	82758
751	250000	82446
752	250390	82133
753	250785	81821
754	251171	81506
755	251565	81193
756	251967	80882
757	252358	80568
758	252745	80252
759	253135	79937
760	253530	79624
761	253927	79310
762	254320	78995
763	254711	78680
764	255102	78364
765	255496	78049
766	255892	77735
767	256284	77419
768	256680	77104
769	257076	76789
770	257470	76473
771	257861	76155
772	258251	75838
773	258647	75522
774	259039	75205
775	259429	74886
776	259826	74570
777	260211	74250
778	260605	73932
779	260996	73614
780	261411	73302
781	261801	72983
782	262187	72662
783	262578	72343
784	262960	72021
785	263346	71699
786	263736	71379
787	264129	71060
788	264530	70742
789	264923	70422
790	265315	70102
791	265708	69781
792	266097	69460
793	266492	69140
794	266883	68819
795	267275	68497
796	267669	68176
797	268064	67855
798	268457	67534
799	268848	67212
800	269242	66890
801	269635	66568
802	270027	66245
803	270424	65924
804	270814	65601
805	271207	65278
806	271596	64954
807	271993	64632
808	272380	64307
809	272778	63985
810	273169	63661
811	273567	63338
812	273961	63014
813	274360	62691
814	274753	62367
815	275166	62047
816	275566	61724
817	275953	61397
818	276342	61071
819	276739	60747
820	277129	60421
821	277519	60095
822	277906	59768
823	278292	59441
824	278687	59115
825	279083	58790
826	279481	58464
827	279869	58137
828	280267	57811
829	280662	57485
830	281056	57158
831	281446	56830
832	281841	56503
833	282230	56175
834	282626	55848
835	283018	55520
836	283411	55192
837	283827	54868
838	284223	54541
839	284619	54213
840	285016	53885
841	285412	53557
842	285799	53227
843	286193	52898
844	286582	52568
845	286974	52238
846	287368	51909
847	287758	51579
848	288144	51248
849	288533	50917
850	288927	50587
851	289320	50257
852	289715	49927
853	290109	49597
854	290503	49266
855	290898	48936
856	291292	48605
857	291686	48274
858	292080	47943
859	292473	47611
860	292866	47280
861	293263	46949
862	293653	46617
863	294047	46285
864	294434	45952
865	294826	45619
866	295221	45287
867	295620	44956
868	296014	44623
869	296416	44292
870	296809	43959
871	297204	43626
872	297599	43293
873	297995	42960
874	298387	42626
875	298782	42293
876	299172	41959
877	299567	41625
878	299958	41291
879	300354	40957
880	300749	40623
881	301140	40288
882	301540	39954
883	301934	39620
884	302324	39285
885	302715	38949
886	303118	38615
887	303514	38281
888	303906	37945
889	304301	37610
890	304694	37274
891	305090	36939
892	305485	36603
893	305881	36267
894	306275	35931
895	306663	35594
896	307056	35258
897	307451	34922
898	307842	34585
899	308237	34248
900	308631	33911
901	309021	33574
902	309448	33240
903	309849	32904
904	310243	32567
905	310641	32229
906	311027	31891
907	311416	31553
908	311801	31214
909	312188	30875
910	312578	30537
911	312971	30199
912	313367	29860
913	313757	29522
914	314149	29183
915	314542	28844
916	314938	28505
917	315326	28166
918	315721	27827
919	316114	27488
920	316507	27148
921	316902	26809
922	317297	26470
923	317694	26130
924	318091	25791
925	318484	25451
926	318873	25110
927	319267	24770
928	319659	24430
929	320052	24089
930	320442	23749
931	320832	23408
932	321227	23067
933	321621	22726
934	322017	22386
935	322410	22045
936	322800	21703
937	323193	21362
938	323586	21021
939	323982	20679
940	324371	20337
941	324765	19996
942	325154	19654
943	325550	19312
944	325942	18970
945	326333	18627
946	326728	18285
947	327121	17943
948	327518	17601
949	327913	17258
950	328308	16916
951	328699	16573
952	329095	16230
953	329488	15887
954	329882	15544
955	330274	15200
956	330669	14857
957	331067	14514
958	331457	14170
959	331853	13827
960	332249	13483
961	332641	13139
962	333038	12795
963	333431	12451
964	333823	12107
965	334215	11763
966	334604	11418
967	334996	11074
968	335390	10729
969	335800	10385
970	336190	10040
971	336581	9695
972	336980	9350
973	337376	9005
974	337765	8660
975	338148	8315
976	338545	7969
977	338938	7624
978	339332	7278
979	339714	6932
980	340109	6587
981	340501	6241
982	340899	5895
983	341298	5549
984	341688	5203
985	342078	4857
986	342474	4510
987	342865	4164
988	343258	3817
989	343645	3471
990	344043	3124
991	344438	2777
992	344834	2430
993	345224	2083
994	345621	1736
995	346015	1389
996	346409	1042
997	346801	694
998	347194	347
999	347586	0
