iter	MAPE
202	0.4658391672
203	0.4654540616
204	0.4652481125
205	0.4652264734
206	0.4650242601
207	0.4648272463
208	0.4647282278
209	0.4646577682
210	0.4642846952
211	0.4640834054
212	0.4639357168
213	0.4638769759
214	0.4638131668
215	0.4637826223
216	0.4637707809
217	0.4637201612
218	0.4632012227
219	0.4630166269
220	0.462765412
221	0.4626187376
222	0.4625983424
223	0.4625889785
224	0.4625079869
225	0.4624201081
226	0.4615927688
227	0.4615705727
228	0.4611873786
229	0.4610120415
230	0.4609904238
231	0.4609329055
232	0.4609282947
233	0.4608381018
234	0.4607420918
235	0.4606293654
236	0.4604476021
237	0.4603152628
238	0.4603005059
239	0.4600653098
240	0.4600535594
241	0.4600299732
242	0.4599354552
243	0.4598750893
244	0.4598059252
245	0.4597555321
246	0.4597550613
247	0.459731371
248	0.4596246378
249	0.4595280207
250	0.4591799262
251	0.4591360519
252	0.4590893232
253	0.4590412127
254	0.4589584078
255	0.4586365005
256	0.4585282081
257	0.4583574525
258	0.4582824545
259	0.4576011739
260	0.4575957947
261	0.4570851457
262	0.4570703511
263	0.4570349572
264	0.4569061032
265	0.4565809483
266	0.4563627354
267	0.4563295859
268	0.4560764573
269	0.4560374526
270	0.4559314579
271	0.4556504079
272	0.45542118
273	0.4553114943
274	0.4549664254
275	0.4548842254
276	0.4548645592
277	0.4548255383
278	0.4547683699
279	0.4547005239
280	0.4546561395
281	0.4546225685
282	0.4545548245
283	0.4543023314
284	0.4543015965
285	0.4542549145
286	0.4538115779
287	0.4536870658
288	0.4536839729
289	0.4536385695
290	0.4535940121
291	0.4535375904
292	0.4535349791
293	0.4534077325
294	0.453407577
295	0.4534025023
296	0.4533440014
297	0.4530751379
298	0.4530212781
299	0.4530075605
300	0.4526157258
301	0.452547761
302	0.4524466404
303	0.4523606273
304	0.4523424148
305	0.4523394484
306	0.452339323
307	0.4523345173
308	0.451811849
309	0.4516939676
310	0.4513411942
311	0.4511054221
312	0.4511043866
313	0.4510678641
314	0.4510243358
315	0.4509470235
316	0.4507371443
317	0.4505795051
318	0.4505337587
319	0.4502605918
320	0.4502258129
321	0.4501716392
322	0.4501482197
323	0.4500551804
324	0.4496653453
325	0.4495521669
326	0.4495175633
327	0.4494819163
328	0.4493038385
329	0.4491455899
330	0.4490212701
331	0.4489834361
332	0.4489084434
333	0.4486497331
334	0.4481349092
335	0.4481157068
336	0.4480178977
337	0.4479254778
338	0.4479252933
339	0.4478955772
340	0.4476419026
341	0.4473926215
342	0.4473654436
343	0.4472703571
344	0.4472117577
345	0.4471179997
346	0.4470053495
347	0.4468978271
348	0.4467751315
349	0.4467155223
350	0.4466462116
351	0.4466454081
352	0.4466101656
353	0.4465490994
354	0.4465404829
355	0.4465397098
356	0.446520713
357	0.44630397
358	0.4462664449
359	0.4461643104
360	0.446112097
361	0.4461003817
362	0.4460348306
363	0.4460243225
364	0.4460208895
365	0.446020439
366	0.4460195825
367	0.4457332738
368	0.4457326077
369	0.445704029
370	0.4456903931
371	0.4454815801
372	0.4454127464
373	0.4454112382
374	0.4453903794
375	0.4453576823
376	0.4450916438
377	0.4450493584
378	0.4449741734
379	0.4449391848
380	0.4448938152
381	0.4448749566
382	0.4448585118
383	0.4447886208
384	0.444788142
385	0.4447294951
386	0.4447159401
387	0.444648825
388	0.4446386458
389	0.4444252893
390	0.4443835966
391	0.4443512481
392	0.4443503368
393	0.4443093104
394	0.4442933974
395	0.4442312651
396	0.4441900008
397	0.4441633675
398	0.4441375699
399	0.4441195232
400	0.444119096
401	0.444005733
402	0.4438927817
403	0.4438695106
404	0.4438387003
405	0.4437776401
406	0.4437776117
407	0.4434460589
408	0.443441669
409	0.4434268084
410	0.4433906492
411	0.443381996
412	0.4433265648
413	0.4433147566
414	0.4433128182
415	0.443280397
416	0.4432798155
417	0.4429982664
418	0.4427926794
419	0.4427714028
420	0.4427485281
421	0.4427469299
422	0.4427322219
423	0.4426094467
424	0.4426045946
425	0.4425512132
426	0.4424585265
427	0.4424585196
428	0.4424184519
429	0.442418381
430	0.4423558714
431	0.4423558451
432	0.4423557723
433	0.4422665998
434	0.4422563777
435	0.4422222524
436	0.4421794546
437	0.4421695806
438	0.4419868577
439	0.4419857674
440	0.4419680358
441	0.4419472858
442	0.4419313019
443	0.4419289897
444	0.4418954528
445	0.4418786625
446	0.4418777156
447	0.441863939
448	0.4417587371
449	0.4417419217
450	0.4416547333
451	0.4416431991
452	0.4416109384
453	0.4415778291
454	0.4415672668
455	0.4415388126
456	0.4415244674
457	0.441508386
458	0.4414663309
459	0.4414635476
460	0.4413658693
461	0.4413658631
462	0.4413175124
463	0.4413141178
464	0.4412400913
465	0.4411766201
466	0.4411539393
467	0.4411039009
468	0.4409690996
469	0.440853301
470	0.4406209107
471	0.4406047767
472	0.4405835484
473	0.4405636938
474	0.4405541561
475	0.440541808
476	0.44049832
477	0.4404791489
478	0.4403752241
479	0.4403600503
480	0.4403466386
481	0.4402199428
482	0.4401964923
483	0.4401887357
484	0.4401861511
485	0.4401767281
486	0.4401280329
487	0.4401117467
488	0.4400211933
489	0.4400160841
490	0.4400148222
491	0.4399818742
492	0.4399521858
493	0.4397524378
494	0.4397042761
495	0.4396876561
496	0.4396767042
497	0.4396617763
498	0.4396617613
499	0.439647995
500	0.4396471671
501	0.43963797
502	0.4395587825
503	0.4395476653
504	0.4393209537
505	0.439304603
506	0.439295048
507	0.4392949796
508	0.4392480384
509	0.4392469718
510	0.4391371388
511	0.4390928991
512	0.439070124
513	0.4390674852
514	0.4390601608
515	0.4389902742
516	0.438934983
517	0.4389278221
518	0.4388271138
519	0.4388143128
520	0.4388142296
521	0.4388142482
522	0.4388000627
523	0.4387141299
524	0.4386964475
525	0.4386151243
526	0.4385900215
527	0.4385800122
528	0.4385594794
529	0.4385262385
530	0.4385091374
531	0.4384394853
532	0.4383544572
533	0.4382918137
534	0.4382457463
535	0.4381693233
536	0.4381271753
537	0.4381006941
538	0.4380826397
539	0.4379982979
540	0.43798737
541	0.4379038983
542	0.4378855738
543	0.437864439
544	0.4378290973
545	0.437815391
546	0.4377977518
547	0.4377604913
548	0.4377183628
549	0.4376517703
550	0.43762743
551	0.4376084654
552	0.4375352296
553	0.4374644303
554	0.4374386004
555	0.4374154962
556	0.4373964503
557	0.4373779797
558	0.4373108376
559	0.4372449254
560	0.4372053451
561	0.4371534988
562	0.4371138541
563	0.4370794589
564	0.4370405191
565	0.4370252477
566	0.4369968187
567	0.4369784081
568	0.4369421216
569	0.4369256566
570	0.4368780972
571	0.4368441673
572	0.4368208669
573	0.4367404479
574	0.4367282548
575	0.4366825102
576	0.4366685738
577	0.4366133584
578	0.4365754021
579	0.436554233
580	0.436514836
581	0.4364521734
582	0.4364162884
583	0.4363842232
584	0.4363518384
585	0.4363007191
586	0.4362644466
587	0.4362457863
588	0.4362350532
589	0.4362006742
590	0.4361733472
591	0.4361433841
592	0.4361109867
593	0.4360656074
594	0.436035791
595	0.4357018782
596	0.4356918806
597	0.4356466174
598	0.4356054491
599	0.4355812693
600	0.4355713567
601	0.4355065656
602	0.4354890331
603	0.4354469099
604	0.4354234253
605	0.4354005705
606	0.4353913979
607	0.4353715015
608	0.435315772
609	0.4352473924
610	0.4352049906
611	0.4351711698
612	0.4351634144
613	0.4351261938
614	0.4351113248
615	0.4350818674
616	0.4350592768
617	0.4350527578
618	0.4350369081
619	0.4350073685
620	0.4349884188
621	0.4349695023
622	0.4349634967
623	0.4349297752
624	0.4349191346
625	0.4349126909
626	0.4349016402
627	0.434896529
628	0.4348715736
629	0.4348592013
630	0.4348211411
631	0.4348003531
632	0.4347885073
633	0.4347772102
634	0.4347597629
635	0.4347495581
636	0.434738545
637	0.4347144039
638	0.4346929233
639	0.4346841153
640	0.4344746982
641	0.4344710346
642	0.434454909
643	0.4344361177
644	0.4344239629
645	0.4343662545
646	0.4343626085
647	0.4343483654
648	0.4343259336
649	0.4343172163
650	0.43430954
651	0.4343013387
652	0.4342923795
653	0.4342793676
654	0.4342721718
655	0.4342214867
656	0.4342026181
657	0.4341940073
658	0.4341866301
659	0.4340498521
660	0.433995441
661	0.4339779475
662	0.4339657739
663	0.4339625372
664	0.4339110944
665	0.433899538
666	0.4338929607
667	0.4338746658
668	0.4338672115
669	0.4338615784
670	0.4338513958
671	0.4338436212
672	0.4338228719
673	0.4338068962
674	0.4337880613
675	0.4337829168
676	0.4337643832
677	0.4337573418
678	0.4337485044
679	0.4337434755
680	0.4337258595
681	0.4337172705
682	0.433710557
683	0.433708215
684	0.433703136
685	0.4336987306
686	0.4336915496
687	0.433670596
688	0.4336661856
689	0.4336619703
690	0.433654674
691	0.4336529538
692	0.4336489899
693	0.4336334908
694	0.4336295433
695	0.4336278272
696	0.4336263237
697	0.4336140308
698	0.4336103866
699	0.4335862887
700	0.4335356625
701	0.4335325357
702	0.4335308896
703	0.4335272989
704	0.4335242215
705	0.4334129662
706	0.4333890345
707	0.4333857483
708	0.4333706557
709	0.4333590811
710	0.4333564339
711	0.4333385056
712	0.4333316564
713	0.4333264125
714	0.4333233796
715	0.4333207148
716	0.4333102507
717	0.433307926
718	0.4332934847
719	0.4332910192
720	0.4332841541
721	0.4332371077
722	0.4332197458
723	0.433180381
724	0.4331783753
725	0.4331755837
726	0.4331506268
727	0.4331483398
728	0.4331248796
729	0.4331102568
730	0.4330881028
731	0.4330860861
732	0.4330692569
733	0.4330633056
734	0.4330610584
735	0.433059084
736	0.4330570072
737	0.433055035
738	0.4330487502
739	0.433044898
740	0.433042957
741	0.4330414838
742	0.4330400627
743	0.4330353774
744	0.4330124811
745	0.4330083501
746	0.4329981699
747	0.4329575608
748	0.4329232355
749	0.4328834425
750	0.4328818513
751	0.4328567344
752	0.4328552294
753	0.4328466836
754	0.4328452941
755	0.4328438012
756	0.4327962245
757	0.432764506
758	0.4326994476
759	0.4326639624
760	0.4326014012
761	0.432571633
762	0.4325405216
763	0.4324853836
764	0.4324531607
765	0.4324186053
766	0.4323705604
767	0.432331361
768	0.4322930312
769	0.4322898974
770	0.43228408
771	0.4322827572
772	0.4322814741
773	0.4322547181
774	0.4322213578
775	0.4322185798
776	0.432200997
777	0.4321754775
778	0.432174333
779	0.4321715039
780	0.4321330701
781	0.4321097784
782	0.4321063407
783	0.4320939529
784	0.4320790915
785	0.4320328547
786	0.4320061277
787	0.4319743908
788	0.4318636921
789	0.4318430551
790	0.4318138017
791	0.4317693257
792	0.4317431226
793	0.4317127969
794	0.4316898376
795	0.4316729351
796	0.4316467147
797	0.431624798
798	0.4315624367
799	0.4315476976
800	0.4315209131
801	0.4315068116
802	0.431481542
803	0.4314524935
804	0.4314216355
805	0.4313808453
806	0.4313721814
807	0.4313483472
808	0.431306851
809	0.4312825541
810	0.4312480457
811	0.4312331766
812	0.4312096556
813	0.4311722955
814	0.4311407936
815	0.4310562057
816	0.4310498047
817	0.4310430276
818	0.4310111096
819	0.4309950269
820	0.4309529225
821	0.43090303
822	0.4308950149
823	0.430850424
824	0.4308295622
825	0.4307871273
826	0.4307634852
827	0.4307416761
828	0.4307190422
829	0.4306721673
830	0.4306430504
831	0.4306158416
832	0.4305886713
833	0.4305599849
834	0.4305318452
835	0.4305153621
836	0.43048692
837	0.430450775
838	0.4304103242
839	0.430381431
840	0.4303304192
841	0.4303050009
842	0.430261803
843	0.4302226933
844	0.4301965334
845	0.4301654468
846	0.4301561271
847	0.4301170984
848	0.4300967877
849	0.4300850503
850	0.430049955
851	0.4300374359
852	0.4300217305
853	0.4299966529
854	0.4299696739
855	0.4299460458
856	0.4299297782
857	0.4298983177
858	0.4298655686
859	0.4298519151
860	0.4298210257
861	0.4297784276
862	0.4297553198
863	0.4297289381
864	0.4297228748
865	0.429708397
866	0.4296833432
867	0.4296418784
868	0.4296060311
869	0.4295845877
870	0.4295631029
871	0.4295438954
872	0.4295180516
873	0.4295033496
874	0.4294900959
875	0.4294726858
876	0.4294400491
877	0.4293978402
878	0.4293694658
879	0.4293493796
880	0.4293126209
881	0.4292918203
882	0.4292473579
883	0.4292181577
884	0.4291969741
885	0.4291749966
886	0.4291307447
887	0.4291009406
888	0.4290839025
889	0.4290682255
890	0.4290538034
891	0.4290290102
892	0.4290068404
893	0.4289873884
894	0.4289594668
895	0.42892934
896	0.4289098517
897	0.4288852513
898	0.4288676214
899	0.428841775
900	0.4288234036
901	0.4288095331
902	0.42880001
903	0.4287841322
904	0.4287707851
905	0.4287581336
906	0.4287393214
907	0.4287285473
908	0.4287168928
909	0.4286966065
910	0.4286753237
911	0.4286494384
912	0.4286280076
913	0.4285820561
914	0.4285701698
915	0.4285485844
916	0.4285246196
917	0.4285085794
918	0.4284861173
919	0.4284662857
920	0.4284458133
921	0.4284347509
922	0.4284184148
923	0.4283959727
924	0.4283782814
925	0.4283531979
926	0.4283420501
927	0.4283248714
928	0.428315502
929	0.4282862872
930	0.428274739
931	0.4282668718
932	0.4282568808
933	0.4282498342
934	0.4282309019
935	0.4282215484
936	0.4282061391
937	0.4282013095
938	0.4281883582
939	0.4281722628
940	0.4281581224
941	0.4281260329
942	0.4281122814
943	0.428076657
944	0.4280540915
945	0.4280468528
946	0.4280394617
947	0.4280290113
948	0.4280176309
949	0.4280014386
950	0.4279809451
951	0.4279653197
952	0.4279538352
953	0.4279467524
954	0.4279376319
955	0.4279114113
956	0.4278989383
957	0.4278651617
958	0.4278251435
959	0.4278123052
960	0.4277943188
961	0.4277894754
962	0.4277768703
963	0.4277630765
964	0.4277477903
965	0.427710924
966	0.4276915027
967	0.4276703551
968	0.4276554091
969	0.4276499122
970	0.4276105577
971	0.4275966407
972	0.4275832647
973	0.4275752879
974	0.4275693262
975	0.4275581348
976	0.4275451142
977	0.4275349129
978	0.4275153665
979	0.4275070102
980	0.4274947692
981	0.4274838887
982	0.4274722941
983	0.4274592953
984	0.4274479451
985	0.4274430174
986	0.4274078546
987	0.4274043039
988	0.427400988
989	0.4273955332
990	0.4273808938
991	0.427372148
992	0.4273354811
993	0.4273281324
994	0.4273053411
995	0.4272957347
996	0.4272786245
997	0.4272658706
998	0.4272534243
999	0.4272400402
